,POI,rating,category1,category2,latitude,longitude,price,city,street,postCode
2230,Gyubee Japanese Grill - Bloor,4.0,bbq,Barbeque,43.66716,-79.40047,$$$,Toronto,335 Bloor Street W,M5S 1W7
2231,Grey Gardens,4.5,wine_bars,Wine Bars,43.6537999,-79.40143,$$$,Toronto,199 Augusta Avenue,M5T 2L4
2232,Her Chef,4.5,asianfusion,Asian Fusion,43.66457,-79.41292,$$,Toronto,599 Bloor Street W,M6G 1K5
2233,The Wren,4.0,bars,Bars,43.6824096,-79.3280496,$$,Toronto,1382 Danforth Avenue,M4J 1M9
2234,Sala Modern Thai Kitchen & Bar,4.5,thai,Thai,43.6819991223223,-79.3307374790311,$$,Toronto,1262 Danforth Avenue,M4J 1M6
2235,Local 1794,4.0,newcanadian,Canadian (New),43.68459,-79.31881,$$,Toronto,1794 Danforth Avenue,M4C 1H8
2236,Lucy Ethiopian Restaurant,4.5,ethiopian,Ethiopian,43.6841128,-79.3207142,$$,Toronto,1690 Danforth Avenue,M4C
2237,Morgan's On the Danforth,4.0,gastropubs,Gastropubs,43.68194,-79.3302284,$$,Toronto,1282 Danforth Avenue,M4J 1M6
2238,Rendez-Vous,4.0,ethiopian,Ethiopian,43.68271,-79.32758,$$,Toronto,1408 Danforth Avenue,M4J 1M9
2239,Knuckle Sandwich,4.0,poutineries,Poutineries,43.69626,-79.3285,$$,Toronto,969 Coxwell Avenue,M4C 3G4
2240,Lalibela Ethiopian Restaurant,4.0,ethiopian,Ethiopian,43.68178,-79.33198,$$,Toronto,1202 Danforth Avenue,M4J
2241,Yanagi Sushi,4.0,japanese,Japanese,43.68336,-79.32491,$$,Toronto,1524 Danforth Avenue,M4J 1N4
2242,Pomarosa Coffee Shop & Kitchen,4.5,venezuelan,Venezuelan,43.683242,-79.32545,$$,Toronto,1504 Danforth Avenue,M4J 1N4
2243,Mon K Patisserie,4.5,coffee,Coffee & Tea,43.6969562,-79.3293695,$$,Toronto,1040 Coxwell Avenue,M4C 3G5
2244,Little Coxwell Vietnamese And Thai Cuisine,4.0,vietnamese,Vietnamese,43.6961749185072,-79.3290924315309,$$,East York,986 Coxwell Avenue,M4C 3G5
2245,Wazema Ethiopian Restaurant,4.5,ethiopian,Ethiopian,43.68253,-79.32856,$,Toronto,1360 Danforth Ave,M4J
2246,Cafe Cocoro,4.5,korean,Korean,43.68503,-79.31485,$,Toronto,1989 Danforth Avenue,M4C 1J7
2247,Sushi Bay,4.0,japanese,Japanese,43.69673,-79.32934,$$,Toronto,1028 Coxwell Avenue,M4C 3G5
2248,Sauce on the Danforth,4.0,champagne_bars,Champagne Bars,43.682538,-79.328224,$$,Toronto,1376 Danforth Avenue,M4J 1M9
2249,Hirut,4.5,ethiopian,Ethiopian,43.68566,-79.31388,$$,Toronto,2050 Danforth Ave,M4C 1J6
2250,Grillies,4.0,mexican,Mexican,43.68881,-79.30015,$,Toronto,2632 Danforth avenue,M4C 1L7
2251,Beach Hill Smokehouse,4.5,bbq,Barbeque,43.68409,-79.3005,$$,Toronto,172 Main Street S,M4E 2W1
2252,Len Duckworth Fish & Chips,4.0,seafood,Seafood,43.68883,-79.29998,$$,Toronto,2638 Danforth Avenue,M4C 1L7
2253,Double Sushi,3.5,japanese,Japanese,43.6893,-79.29557,$$,Toronto,2795 Danforth Avenue,M4C 1M1
2254,The Beech Tree,4.0,wine_bars,Wine Bars,43.6803871,-79.2888628,$$,Toronto,924 Kingston Road,M4E 1S5
2255,Bistro Camino,4.5,french,French,43.68934,-79.29744,$$,Toronto,2750 Danforth Avenue,M4C 1L7
2256,Budapest Restaurant,4.5,hungarian,Hungarian,43.686310484234454,-79.30998100204901,$$,Toronto,2183 Danforth Ave,M4C 1K4
2257,Su-Good,4.0,comfortfood,Comfort Food,43.68878,-79.3002999,$$,Toronto,2626 Danforth Ave,M4C 1L7
2258,Sultan Shawarma & Falafel,3.5,falafel,Falafel,43.6883333,-79.3016679,$,Toronto,2558 Danforth Avenue,M4C 1L3
2259,Tim Hortons,1.5,coffee,Coffee & Tea,43.6882339532816,-79.3007338240286,$,Toronto,2575 Danforth Ave,M4C 1L5
2260,Oak Park Deli,4.5,delis,Delis,43.69388,-79.31004,$,East York,213 Oak Park Avenue,M4C 4N2
2261,Subway,1.5,sandwiches,Sandwiches,43.68804,-79.3006319,$,Toronto,2575 Danforth Avenue,M4C 1L5
2262,Pavillion Pastries Cafe,3.5,greek,Greek,43.6881637573242,-79.3016815185547,$,Toronto,2554 Danforth Avenue,M4C 1L4
2263,"Press Books, Coffee and Vinyl",4.5,bookstores,Bookstores,43.6877214072962,-79.3046598119897,$,Toronto,2442 Danforth Avenue,M4C 1K9
2264,Indie Ale House,4.0,breweries,Breweries,43.6654413783034,-79.4652382135862,$$,Toronto,2876 Dundas Street W,M6P 1Y9
2265,The Hole In the Wall,4.5,pubs,Pubs,43.66518,-79.46515,$$,Toronto,2867 Dundas Street W,M6P 1Y9
2266,Dirty Food Eatery,4.5,breakfast_brunch,Breakfast & Brunch,43.66565,-79.47188,$$,Toronto,3070 Dundas Street W,M6P 1Z7
2267,Honest Weight,4.5,seafood,Seafood,43.6653335939817,-79.4614855543404,$$,Toronto,2766 Dundas Street W,M6P 1Y3
2268,The Mugshot Tavern,4.0,bars,Bars,43.6546,-79.45957,$$,Toronto,1729 Bloor Street W,M6P 1B2
2269,Chica's Nashville Hot Chicken,4.5,chickenshop,Chicken Shop,43.66518,-79.46423,$$,Toronto,2853 Dundas Street W,M6P 2K6
2270,Nodo - Junction,4.0,italian,Italian,43.665251,-79.465596,$$,Toronto,2885 Dundas Street West,M6P 1Y9
2271,Aztec's Mine,4.0,mexican,Mexican,43.65302,-79.4684988,$$,Toronto,1986 Bloor Street W,M6P 3K9
2272,Tuckshop Kitchen,4.5,sandwiches,Sandwiches,43.66499,-79.45568,$,Toronto,1640 Dupont Street,M6P 3T2
2273,Whelan's Gate Gastropub,4.5,irish_pubs,Irish Pub,43.6552887,-79.4564438,$$,Toronto,1663 Bloor Street W,M6P 1A6
2274,Leela Indian Food Bar,4.0,indpak,Indian,43.6656864338278,-79.4737639278173,$$,Toronto,3108 Dundas Street W,M6P 2A1
2275,Isaan Der,4.0,thai,Thai,43.6652858,-79.4679385,$$,Toronto,2961 Dundas Street W,M6P 1Z2
2276,When The Pig Came Home,4.5,delicatessen,Delicatessen,43.6657595,-79.4648277,$$,Toronto,384 Keele Street,M6P 2K8
2277,Playa Cabana Cantina,3.5,mexican,Mexican,43.66522,-79.46552,$$,Toronto,2883 Dundas Street W,M6P 1Y9
2278,Annette Food Market,4.0,italian,Italian,43.6625426477784,-79.471127986908,$$$,Toronto,240 Annette Street,M6P 1R1
2279,Bukhara Grill,4.0,indpak,Indian,43.6508421,-79.477041,$$,Toronto,2241A Bloor Street W,M6S 1N7
2280,Taste Seduction,4.5,caribbean,Caribbean,43.66612,-79.46444,$$,Toronto,399 Keele Street,M6P 2K9
2281,RYUS Noodle Bar,4.0,ramen,Ramen,43.6771,-79.35905,$$,Toronto,786 Broadview Avenue,M4K 2P7
2282,Factory Girl,3.5,pizza,Pizza,43.67648,-79.3561299,$$,Toronto,193 Danforth Avenue,M4K 1N2
2283,Off The Hook Fishbar,3.5,fishnchips,Fish & Chips,43.6759128,-79.358405,$$,Toronto,749 Broadview Avenue,M4K 2P6
2284,Allen's,3.0,irish,Irish,43.676421425352,-79.357315938409,$$,Toronto,143 Danforth Avenue,M4K 1N2
2285,Tapas at Embrujo,3.5,tapasmallplates,Tapas/Small Plates,43.67615,-79.3582931,$$$,Toronto,97 Danforth Avenue,M4K 1N2
2286,El Charro,4.0,mexican,Mexican,43.6771428,-79.3590065,$,Toronto,788 Broadview ave,M4K 2P7
2287,Pantheon Restaurant,4.0,greek,Greek,43.67744,-79.35129,$$,Toronto,407 Danforth Avenue,M4K 1P1
2288,Mezes,4.0,greek,Greek,43.6781397,-79.3502475,$$,Toronto,456 Danforth Avenue,M4K 1P4
2289,Stock In Trade,4.5,butcher,Butcher,43.67695,-79.3538,$$,Toronto,307 Danforth Avenue,M4K 1N7
2290,Rodeo Brazilian Steakhouse,3.0,steak,Steakhouses,43.6762554,-79.3581314,$$$,Toronto,95 Danforth Avenue,M4K 1M8
2291,Pizzeria Libretto Danforth,4.0,pizza,Pizza,43.6785868,-79.3475785,$$,Toronto,550 Danforth Avenue,M4K 1P8
2292,Mambo Lounge,3.5,cuban,Cuban,43.67656,-79.35814,$$,Toronto,120 Danforth Avenue,M4K 1N1
2293,Ali Baba's Middle Eastern Cuisine,4.0,mideastern,Middle Eastern,43.6764854258101,-79.3579816818237,$,Toronto,113 Danforth Avenue,M4K 1N2
2294,Papyrus,5.0,egyptian,Egyptian,43.67709,-79.35324,$$,Toronto,337 Danforth Avenue,M4K 1N7
2295,Simone's Caribbean Restaurant,4.5,caribbean,Caribbean,43.67884,-79.34654,$$,Toronto,596 Danforth Avenue,M4K 1R1
2296,Dough Bakeshop,4.0,bakeries,Bakeries,43.67634,-79.35657,$$,Toronto,173 Danforth Avenue,M4K 1N2
2297,Noonan's,3.5,irish_pubs,Irish Pub,43.676256,-79.357348,$$,Toronto,141 Danforth Avenue,M4K 1N2
2298,The Social Capital,4.5,bars,Bars,43.6766701,-79.3575287,$$,Toronto,154 Danforth Avenue,M4K 1N1
2299,KINKA IZAKAYA ORIGINAL,4.0,japanese,Japanese,43.66042406856627,-79.37890046282942,$$,Toronto,398 Church Street,M5B 2A2
2300,Hair of the Dog,4.0,pubs,Pubs,43.662946823805,-79.379592870241,$$,Toronto,425 Church Street,M4Y 2C3
2301,Kintaro Izakaya,4.0,japanese,Japanese,43.66417,-79.38006,$$,Toronto,459 Church Street,M4Y 4C5
2302,KINTON RAMEN,4.0,ramen,Ramen,43.6603113,-79.3789004,$$,Toronto,396 Church Street,M5B 2A2
2303,Katsuya,4.5,japanese,Japanese,43.65995,-79.37882,$$,Toronto,66 Gerrard Street E,M5B 2M2
2304,Si Lom Thai Bistro,4.0,thai,Thai,43.66503,-79.38082,$$,Toronto,534 Church Street,M4Y
2305,Storm Crow Manor,4.0,bars,Bars,43.6667489584503,-79.3816431239247,$$,Toronto,580 Church Street,M4Y 2E5
2306,The Churchmouse: A Firkin Pub,3.5,pubs,Pubs,43.6646112519968,-79.3801465109641,$$,Toronto,475 Church Street,M4Y 2C5
2307,Darvish Restaurant,4.0,persian,Persian/Iranian,43.66337,-79.38412,$$,Toronto,508 Yonge Street,M4Y 1X9
2308,Kawa Sushi,3.5,sushi,Sushi Bars,43.66397,-79.37992,$$,Toronto,451 Church Street,M4Y 2C5
2309,The Blake House,4.0,pubs,Pubs,43.66452,-79.37718,$$,Toronto,449 Jarvis Street,M4Y 2G6
2310,W Burger Bar,3.5,burgers,Burgers,43.6614620733212,-79.3836429192963,$$,Toronto,10 College Street,M5G 1K2
2311,The House On Parliament,4.0,british,British,43.66359,-79.36794,$$,Toronto,454 Parliament Street,M5A 3A2
2312,Banh Mi Boys,4.0,vietnamese,Vietnamese,43.6590974,-79.3820781,$,Toronto,399 Yonge Street,M5B
2313,Blaze Pizza,4.5,pizza,Pizza,43.6565313336776,-79.3800427473602,$$,Toronto,10 Dundas Street East,M5B 2G9
2314,The Keg Steakhouse + Bar,4.0,steak,Steakhouses,43.6668345,-79.3779253,$$$,Toronto,515 Jarvis Street,M4Y 2H7
2315,The Captain's Boil,3.5,seafood,Seafood,43.66237,-79.38378,$$,Toronto,476 Yonge St,M4Y 1X5
2316,Sambucas On Church,3.5,italian,Italian,43.66511,-79.38042,$$,Toronto,489 Church Street,M4Y 2C6
2317,The Queen And Beaver Public House,4.0,pubs,Pubs,43.65734,-79.38334,$$,Toronto,35 Elm Street,M5G 1H1
2318,Konjiki Ramen Downtown,4.0,ramen,Ramen,43.65729,-79.38358,$$,Toronto,41 Elm Street,M5G 1H1
2319,Banh Mi Boys,4.0,vietnamese,Vietnamese,43.6590974,-79.3820781,$,Toronto,399 Yonge Street,M5B
2320,Salad King Restaurant,3.5,thai,Thai,43.65766,-79.38164,$$,Toronto,340 Yonge Street,M5B 1R8
2321,Adega Restaurante,4.0,portuguese,Portuguese,43.65732,-79.38323,$$$,Toronto,33 Elm St,M5G 1H1
2322,Thai On Yonge,4.0,thai,Thai,43.65855,-79.38205,$$,Toronto,370 Yonge Street,M5B 1S5
2323,Barberian's Steak House,4.0,steak,Steakhouses,43.6576,-79.38212,$$$$,Toronto,7 Elm Street,M5G 1H1
2324,Donatello Restaurant,4.0,italian,Italian,43.657425,-79.383474,$$$,Toronto,37 Elm Street,M5G 1H1
2325,KINTON RAMEN,4.0,ramen,Ramen,43.6603113,-79.3789004,$$,Toronto,396 Church Street,M5B 2A2
2326,Blaze Pizza,4.5,pizza,Pizza,43.6565313336776,-79.3800427473602,$$,Toronto,10 Dundas Street East,M5B 2G9
2327,Katsuya,4.5,japanese,Japanese,43.65995,-79.37882,$$,Toronto,66 Gerrard Street E,M5B 2M2
2328,Richmond Station,4.5,newcanadian,Canadian (New),43.6513729,-79.379285,$$$,Toronto,1 Richmond Street W,M5H 3W4
2329,Congee Queen,4.0,cantonese,Cantonese,43.658302,-79.381986,$$,Toronto,360 Yonge Street,M5B 1S5
2330,KINKA IZAKAYA ORIGINAL,4.0,japanese,Japanese,43.66042406856627,-79.37890046282942,$$,Toronto,398 Church Street,M5B 2A2
2331,JOEY Eaton Centre,3.5,newcanadian,Canadian (New),43.6558708964233,-79.382009190213,$$,Toronto,1 Dundas St W,M5G 1Z3
2332,W Burger Bar,3.5,burgers,Burgers,43.6614620733212,-79.3836429192963,$$,Toronto,10 College Street,M5G 1K2
2333,KaKa All You Can Eat,3.5,japanese,Japanese,43.6578757,-79.3843752,$$$,Toronto,655 Bay Street,M5G 2K4
2334,Cafe Oro Di Napoli,4.5,pizza,Pizza,43.6514257145518,-79.3721591972351,$$,Toronto,75 Jarvis Street,M5C 2H2
2335,Local 1794,4.0,newcanadian,Canadian (New),43.68459,-79.31881,$$,Toronto,1794 Danforth Avenue,M4C 1H8
2336,The Wren,4.0,bars,Bars,43.6824096,-79.3280496,$$,Toronto,1382 Danforth Avenue,M4J 1M9
2337,Lucy Ethiopian Restaurant,4.5,ethiopian,Ethiopian,43.6841128,-79.3207142,$$,Toronto,1690 Danforth Avenue,M4C
2338,Pomarosa Coffee Shop & Kitchen,4.5,venezuelan,Venezuelan,43.683242,-79.32545,$$,Toronto,1504 Danforth Avenue,M4J 1N4
2339,Yanagi Sushi,4.0,japanese,Japanese,43.68336,-79.32491,$$,Toronto,1524 Danforth Avenue,M4J 1N4
2340,Rendez-Vous,4.0,ethiopian,Ethiopian,43.68271,-79.32758,$$,Toronto,1408 Danforth Avenue,M4J 1M9
2341,Sala Modern Thai Kitchen & Bar,4.5,thai,Thai,43.6819991223223,-79.3307374790311,$$,Toronto,1262 Danforth Avenue,M4J 1M6
2342,Morgan's On the Danforth,4.0,gastropubs,Gastropubs,43.68194,-79.3302284,$$,Toronto,1282 Danforth Avenue,M4J 1M6
2343,El Sol Mexican Gallery Restaurant,3.5,mexican,Mexican,43.68294,-79.32647,$$,Toronto,1448 Danforth Ave,M4J 1N4
2344,Patisserie La Cigogne,3.5,desserts,Desserts,43.68238,-79.32686,$$,Toronto,1419 Danforth Avenue,M4J 1N4
2345,Lalibela Ethiopian Restaurant,4.0,ethiopian,Ethiopian,43.68178,-79.33198,$$,Toronto,1202 Danforth Avenue,M4J
2346,Wazema Ethiopian Restaurant,4.5,ethiopian,Ethiopian,43.68253,-79.32856,$,Toronto,1360 Danforth Ave,M4J
2347,Bodega Henriette,4.0,bars,Bars,43.6780199,-79.31471,$$,Toronto,1801 Gerrard Street E,M4L 2B4
2348,Trecce,3.5,italian,Italian,43.6845613035206,-79.3188472803566,$$$,Toronto,1792 Danforth Avenue,M4C 1H8
2349,Retro Burger,3.0,burgers,Burgers,43.68408,-79.32131,$$,Toronto,1684 Danforth Avenue,M4C 1H6
2350,Sauce on the Danforth,4.0,champagne_bars,Champagne Bars,43.682538,-79.328224,$$,Toronto,1376 Danforth Avenue,M4J 1M9
2351,Miku,4.0,japanese,Japanese,43.6412346,-79.3773697,$$$$,Toronto,105-10 Bay Street,M5J 2R8
2352,Richmond Station,4.5,newcanadian,Canadian (New),43.6513729,-79.379285,$$$,Toronto,1 Richmond Street W,M5H 3W4
2353,Harbour 60,3.5,steak,Steakhouses,43.642105,-79.378455,$$$$,Toronto,60 Harbour Street,M5J 1B7
2354,Don Alfonso 1890,4.5,italian,Italian,43.6413515,-79.3758977,$$$$,Toronto,1 Harbour Square,M5J 1A6
2355,Real Sports,3.5,sportsbars,Sports Bars,43.64324,-79.379405,$$,Toronto,15 York Street,M5J 2Z2
2356,King Taps,4.0,newcanadian,Canadian (New),43.6486379269,-79.3817439,$$,Toronto,100 King Street W,M5X 1A9
2357,Cafe Oro Di Napoli,4.5,pizza,Pizza,43.6514257145518,-79.3721591972351,$$,Toronto,75 Jarvis Street,M5C 2H2
2358,Beerbistro,4.0,bistros,Bistros,43.649467134996364,-79.3771696548727,$$,Toronto,18 King Street E,M5C 1C4
2359,The Miller Tavern,3.0,bars,Bars,43.6423578537475,-79.377305119129,$$,Toronto,31 Bay Street,M5J 3B2
2360,Alexandros,3.5,greek,Greek,43.64147,-79.37522,$,Toronto,5 Queens Quay W,M5J 2H1
2361,Byblos,4.5,mediterranean,Mediterranean,43.647546,-79.388123,$$$$,Toronto,11 Duncan Street,M5V 3M2
2362,Cactus Club Cafe,4.0,cocktailbars,Cocktail Bars,43.64950420768667,-79.38251803088575,$$,Toronto,77 Adelaide Street W,M5H 1P9
2363,Evviva Breakfast & Lunch,4.0,breakfast_brunch,Breakfast & Brunch,43.641602,-79.383301,$$,Toronto,25 Lower Simcoe,M5J 3A1
2364,Canoe,4.0,newcanadian,Canadian (New),43.646954,-79.382159,$$$$,Toronto,66 Wellington Street  W,M5K 1H6
2365,Cluck Clucks,4.5,chickenshop,Chicken Shop,43.6497687124273,-79.3660896960711,$$,Toronto,222 The Esplanade,M5A 4M8
2366,Oyshi Sushi,3.5,sushi,Sushi Bars,43.64166,-79.37604,$$,Toronto,12 Queens Quay W,M5J 2V7
2367,The Keg Steakhouse + Bar - Esplanade,4.0,steak,Steakhouses,43.64677055042841,-79.37472901368122,$$$,Toronto,26 The Esplanade,M5E 1A7
2368,WVRST Union Station,4.0,beerbar,Beer Bar,43.644936,-79.381269,$$,Toronto,65 Front Street West,M5J 1E6
2369,Barque Smokehouse,4.0,bbq,Barbeque,43.6480097,-79.4496592,$$,Toronto,299 Roncesvalles Avenue,M6R 2M3
2370,Pizzeria Defina,4.0,pizza,Pizza,43.64875,-79.44955,$$,Toronto,321 Roncesvalles Ave,M6R 2M6
2371,Café Polonez,4.5,polish,Polish,43.64514,-79.44831,$$,Toronto,195 Roncesvalles Avenue,M6R 2L5
2372,La Cubana,3.5,cuban,Cuban,43.65087,-79.45106,$$,Toronto,392 Roncesvalles Avenue,M6R 2M9
2373,Sugo,4.5,italian,Italian,43.65825,-79.44227,$$,Toronto,1281 Bloor Street W,M6H 1N7
2374,Musoshin Ramen,4.0,ramen,Ramen,43.6533636,-79.4521349,$$,Toronto,9 Boustead Ave,M6R 1Y7
2375,The Ace,4.0,comfortfood,Comfort Food,43.646122,-79.448823,$$,Toronto,231A Roncesvalles Avenue,M6R 2L6
2376,The Local,3.5,bars,Bars,43.6510309,-79.4510022,$$,Toronto,396 Roncesvalles Avenue,M6R 2M9
2377,Inter Steer Tavern,3.5,polish,Polish,43.6498599,-79.45012,$$,Toronto,357 Roncesvalles Avenue,M6R 2M8
2378,Fantail,4.0,cafes,Cafes,43.64924,-79.44994,$,Toronto,333 Roncesvalles Avenue,M6R 2M8
2379,Ali Baba's Middle Eastern Cuisine,3.5,mideastern,Middle Eastern,43.65384,-79.45115,$,Toronto,2202 Dundas Street W,M6R 1X3
2380,Reunion Coffee Roasters,3.5,coffee,Coffee & Tea,43.65056,-79.45043,$$,Toronto,385 Roncesvalles Avenue,M6R 2N1
2381,Whelan's Gate Gastropub,4.5,irish_pubs,Irish Pub,43.6552887,-79.4564438,$$,Toronto,1663 Bloor Street W,M6P 1A6
2382,The Mugshot Tavern,4.0,bars,Bars,43.6546,-79.45957,$$,Toronto,1729 Bloor Street W,M6P 1B2
2383,PLANTA Yorkville,4.0,vegetarian,Vegetarian,43.67028,-79.38945,$$,Toronto,1221 Bay Street,M5R 3P5
2384,Cafe Landwer - Yonge & Bloor,4.0,breakfast_brunch,Breakfast & Brunch,43.67028,-79.38553,$$,Toronto,33 Bloor St E,M4W 3H1
2385,Eataly Toronto,3.5,italian,Italian,43.6696154170451,-79.3887948598768,$$,Toronto,55 Bloor Street W,M4W 1A6
2386,Tokyo Kitchen,4.0,japanese,Japanese,43.6690940080509,-79.3851124367706,$$,Toronto,20 Charles Street E,M4Y 1T1
2387,Trattoria Nervosa,4.0,italian,Italian,43.67101,-79.39104,$$,Toronto,75 Yorkville Avenue,M5R 1B8
2388,Mogouyan Hand-Pulled Noodles,4.0,noodles,Noodles,43.66943,-79.38671,$$,Toronto,760 Yonge Street,M4Y 2B6
2389,7 West Cafe,3.5,italian,Italian,43.6685661933329,-79.3865257501602,$$,Toronto,7 Charles Street W,M4Y 1R4
2390,Sassafraz,3.5,french,French,43.6702957,-79.3910686,$$$,Toronto,100 Cumberland Street,M5R 1A6
2391,Storm Crow Manor,4.0,bars,Bars,43.6667489584503,-79.3816431239247,$$,Toronto,580 Church Street,M4Y 2E5
2392,Lee Chen Bistro,3.5,dimsum,Dim Sum,43.672372,-79.387436,$$,Toronto,813 Yonge Street,M4W 2G9
2393,Café Boulud,3.5,cafes,Cafes,43.6719213,-79.388922,$$$$,Toronto,60 Yorkville Avenue,M4W 0A4
2394,Constantine,3.5,mediterranean,Mediterranean,43.66858,-79.38537,$$,Toronto,15 Charles Street E,M4Y 1S1
2395,Naan & Kabob,4.0,afghani,Afghan,43.66905,-79.38606,$$,Toronto,691 Yonge Street,M4Y 2B2
2396,The Oxley,4.0,pubs,Pubs,43.67059,-79.39304,$$,Toronto,121 Yorkville Avenue,M5R 1C4
2397,holts café,3.5,cafes,Cafes,43.6703401,-79.3882622,$$,Toronto,50 Bloor Street West,M4W 1A1
2398,Rolltation,4.0,asianfusion,Asian Fusion,43.66939,-79.3867099,$$,Toronto,758 Yonge Street,M4Y 2B6
2399,Portici,4.0,italian,Italian,43.67196,-79.39072,$$,Toronto,6 Scollard Street,M5R 1E9
2400,Korean Grill House,3.0,korean,Korean,43.6693,-79.38666,$$,Toronto,754 Yonge Street,M4Y 2B6
2401,Medieval Times Toronto,4.0,dinnertheater,Dinner Theater,43.633528,-79.425126,$$$,Toronto,10 Dufferin Street,M6K 3C3
2402,LOCAL Public Eatery - Liberty Village,4.0,sportsbars,Sports Bars,43.6384689262493,-79.4192124903202,$$,Toronto,171 E Liberty Street,M6K 3P6
2403,OEB Breakfast Co.,4.5,breakfast_brunch,Breakfast & Brunch,43.6383561,-79.4162024,$$,Toronto,125 E Liberty Street,M6K 3K4
2404,Mildred's Temple Kitchen,4.0,breakfast_brunch,Breakfast & Brunch,43.6399108749312,-79.4204235076904,$$,Toronto,85 Hanna Avenue,M6K 3S3
2405,Levetto,4.0,italian,Italian,43.64152,-79.4221,$$,Toronto,68 Sudbury Street,M6J 3S7
2406,School Restaurant,3.5,bakeries,Bakeries,43.63784,-79.42435,$$,Toronto,70 Fraser Avenue,M6K 3E1
2407,Guu Izakaya Toronto,4.0,japanese,Japanese,43.6418673011168,-79.4310904074585,$$,Toronto,1314 Queen Street W,M6K 1L4
2408,The Craft Brasserie & Grille,3.5,brasseries,Brasseries,43.6394076328957,-79.4208196351823,$$,Toronto,107 Atlantic Avenue,M6K 1Y2
2409,OM Restaurant and Bar,4.0,indpak,Indian,43.6402,-79.43756,$$,Toronto,1439 Queen Street W,M6R 1A1
2410,Mother India,4.0,indpak,Indian,43.6409499,-79.43624,$$,Toronto,1456 Queen Street W,M6K 1M2
2411,'ONO Poké Bar,4.0,hawaiian,Hawaiian,43.639228294355334,-79.41577951831691,$$,Toronto,100 Western Battery Road,M6K 3S2
2412,Skyline Restaurant,4.0,bars,Bars,43.64109,-79.4351499,$$,Toronto,1426 Queen Street W,M6K 1L9
2413,The Shameful Tiki Room,4.0,tikibars,Tiki Bars,43.64145,-79.43328,$$,Toronto,1378 Queen Street W,M6K 1L7
2414,Caffino Ristorante,4.0,italian,Italian,43.63914,-79.42547,$$,Toronto,1185 King Street W,M6K 3C5
2415,Brodflour,4.5,bakeries,Bakeries,43.6371483,-79.4227168,$$,Toronto,8 Pardee Ave,M6K 3H1
2416,LOCAL Public Eatery - Liberty Village,4.0,sportsbars,Sports Bars,43.6384689262493,-79.4192124903202,$$,Toronto,171 E Liberty Street,M6K 3P6
2417,OEB Breakfast Co.,4.5,breakfast_brunch,Breakfast & Brunch,43.6383561,-79.4162024,$$,Toronto,125 E Liberty Street,M6K 3K4
2418,Medieval Times Toronto,4.0,dinnertheater,Dinner Theater,43.633528,-79.425126,$$$,Toronto,10 Dufferin Street,M6K 3C3
2419,School Restaurant,3.5,bakeries,Bakeries,43.63784,-79.42435,$$,Toronto,70 Fraser Avenue,M6K 3E1
2420,'ONO Poké Bar,4.0,hawaiian,Hawaiian,43.639228294355334,-79.41577951831691,$$,Toronto,100 Western Battery Road,M6K 3S2
2421,Caffino Ristorante,4.0,italian,Italian,43.63914,-79.42547,$$,Toronto,1185 King Street W,M6K 3C5
2422,Acqua Dolce,3.5,pizza,Pizza,43.6308999,-79.42278,$$,Toronto,50 Prince Edward Island Crescent,M6K 3C3
2423,Brodflour,4.5,bakeries,Bakeries,43.6371483,-79.4227168,$$,Toronto,8 Pardee Ave,M6K 3H1
2424,Brazen Head Irish Pub,2.5,irish,Irish,43.638544,-79.417144,$$,Toronto,165 E Liberty Street,M6K 3P6
2425,Louie Coffee Shop,4.5,coffee,Coffee & Tea,43.6392011,-79.4255473,$,Toronto,1187 King Street W,M6K 3C5
2426,Kibo Sushi House,3.5,japanese,Japanese,43.6381832787803,-79.4173282384872,$$,Toronto,171 E Liberty Street,M6K
2427,Balzac's Coffee Roasters,3.5,coffee,Coffee & Tea,43.6387321835432,-79.419415058112,$$,Toronto,43 Hanna Avenue,M6K 1X1
2428,La Bella Managua,4.5,latin,Latin American,43.66232,-79.42495,$$,Toronto,872 Bloor Street W,M6G 1M5
2429,Tallboys Craft Beer House,4.0,pubs,Pubs,43.66256,-79.42382,$$,Toronto,838 Bloor Street W,M6G 1M2
2430,Selam Restaurant & Lounge,4.5,ethiopian,Ethiopian,43.66279,-79.42269,$$,Toronto,812 Bloor Street W,M6G 1L9
2431,Northwood,4.0,cafes,Cafes,43.66248,-79.42204,$$,Toronto,815 W Bloor Street,M6G 1M1
2432,Lalibela Ethiopian Restaurant,3.5,ethiopian,Ethiopian,43.662,-79.42474,$$,Toronto,869 Bloor Street W,M6G 1M4
2433,Banjara Indian Cuisine,3.5,indpak,Indian,43.66315,-79.42188,$$,Toronto,796 Bloor Street W,M6G 1L7
2434,Imm Thai Kitchen,4.5,thai,Thai,43.65484,-79.41598,$$,Toronto,651 College Street,M6G 1B7
2435,Little Sito,4.0,lebanese,Lebanese,43.66255,-79.42389,$$,Toronto,840 Bloor Street W,M6G 1M2
2436,Bloomer's,4.0,bakeries,Bakeries,43.6621055,-79.4249966,$$,Toronto,873 Bloor Street W,M6G 1M4
2437,Civil Liberties,4.5,cocktailbars,Cocktail Bars,43.662099,-79.4251403,$$,Toronto,878 Bloor Street W,M6G 1M2
2438,Korean Village Restaurant,4.0,korean,Korean,43.66461,-79.41444,$$,Toronto,628 Bloor Street W,M6G 1K7
